judul,konteks,komen,apakah_komen_utama,dari_komen_utama,emoticon,label
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Ngejar apa sih mulyono celamitan amat sama kekuasaan,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Si haus kekuasaan 🔥,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Katanya mau jadi sekjen PBB, ternyata jadi jurkam pilkada😂",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Jokowi siapa ??? Oooh pemerkaos  demokrasi,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Mjd presiden 2 periode tdk menjadikan dia naik kelas mjd negarawan, dia tetap seorang politikus",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Orang tidak jujur sulit diperbaiki....,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Apapun yang di usung jokowi,ayo kita lawan dan tumbangkan sama-sama💪💪💪",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",JGN MEMILIH YG DIKADER OLEH WIWI!!! JIKA TDK INGIN INDONESIA HAANCUR PART KESEKIAN,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Jateng ada 2 mantan presiden yg menyodorkan calon,nya tapi Megawati gak sebegitu cawe"" , Megawati hanya mengusung calon dari partainya aja selebihnya biar rakyat yg memilih gak ikut campur yg berlebihan dalam mendukung, lah ini beda nemen wong Iki sudah harusnya pensiun dari presiden malah masih ikut""an😒😒😒",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Asli kemaren menang karena kekuatan Bansos... 😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",GELANDANGAN POLITIK😂🤣😂🤣😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Kayak ketakutan raja jawa... Kayaknya memang punya kasus besar doi ini makanya nitipin semua pasukan di semua wilayah,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Ya Allah, persibuklah orang orang dzalim dengan ke dzalimannya.",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Gatau maluuuu @jokowi 😡😡😡,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",1984,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Pak Jokowi kalau sampeyan punya problem dgn PDIP (karena keinginannya 3 periode ditolak mentah2 PDIP seperti yg dinaradikan Hasto) selesaikanlah (terserah mau diselesaikan dgn baik-baik atau dgn kekerasan -- tapi jangan kemudian sampeyan merusak property bangsa ini.,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Ke pasar udah, gorong² apalagi, ke mall juga sering, cuma satu tempat yang ga bakal didatengin Mulyono dan keluarganya yaitu KAMPUS!!",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Sepertinya hidupnya gelisah dan tidak tenang ya, Pak? Apa yg Bapak tutupin sampai segitu takutnya kekuasaan jatuh ke tangan oposisi?",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Jgn pilih siapapun yg ada kaitannya dgn Mulyono,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Haus amat dia itu ya, sampe ga punya malu gitu, naudzubillah",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Pak Jokowi bikin partai , 100 milyar cukup buat partai? Habis duit , biar ngerasain gimana rasanya gak punya uang .",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Ngejar apa sih? 😌,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Ga penting. Semakin lama sudah pada tahu semua, setelah dibohongi 2 periode.",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Ngerti kata kenyang ga sih nih orang????2 periode jadi walikota.setengah periode jadi gubernur.2 periode jadi presiden.semoga ambisimu kelak tidak mencelakakanmu....,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Aduh pak pak.mau gmn lg saya harus ngmong pak.setidaknya punya malu lah pak.apa lagi yg bapak mau cari di dunia ini .istrhat sudah pk pikir kn akhirat nnti..gmn d terima atau gak nnti bapak dsna,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Rakyat dah pada muak dgn mulyono..bukan makin naik diendors jokowi makin amblesss😂,TRUE,Tidak ada,TRUE,
